sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings,ageCategory
M,0.6300,,0.1850,1.3620,0.5785,0.3125,0.3840,10,5-10
M,0.6400,0.5850,0.1950,1.6470,0.7225,0.3310,0.4710,12,10-15
F,0.6400,,0.1800,1.4995,0.5930,0.3140,0.4310,11,10-15
F,0.6550,0.5450,0.1650,1.6225,0.6555,0.2990,0.5130,12,10-15
I,0.6600,0.5250,0.2150,1.7860,0.6725,0.3615,0.4065,11,10-15
M,0.6600,0.5350,0.2000,1.7910,0.7330,0.3180,0.5400,15,10-15
F,0.6750,0.5550,0.2050,1.9250,0.7130,0.3580,0.4535,13,10-15
F,0.6750,0.5500,0.1750,1.6890,0.6940,0.3710,0.4740,13,10-15
F,0.6900,0.5500,0.1800,1.6590,0.8715,0.2655,0.4395,9,5-10
F,0.6950,0.5300,0.2000,2.0475,0.7500,0.4195,0.6095,14,10-15
F,0.7000,0.5250,0.1900,1.6015,0.7070,0.3650,0.4300,10,5-10
F,0.7300,0.5700,0.1650,2.0165,1.0685,0.4180,0.4350,10,5-10
I,0.2050,0.1500,0.0650,0.0400,0.0200,0.0110,0.0130,4,<5
I,0.2250,0.1700,0.0700,0.0565,0.0240,0.0130,0.0160,4,<5
I,0.2300,0.1800,0.0500,0.0640,0.0215,0.0135,0.0200,5,<5
I,0.2750,0.1950,0.0700,0.0875,0.0345,0.0220,0.0255,4,<5
I,0.2800,0.2100,0.0550,0.1060,0.0415,0.0265,0.0310,5,<5
I,0.2800,0.2200,0.0800,0.1315,0.0660,0.0240,0.0300,5,<5
I,0.2950,0.2200,0.0700,0.1260,0.0515,0.0275,0.0350,6,5-10
I,0.3100,0.2250,0.0750,0.1550,0.0650,0.0370,0.0365,6,5-10
I,0.3150,0.2350,0.0700,0.1490,0.0580,0.0325,0.0470,7,5-10
I,0.3400,0.2650,0.0700,0.1850,0.0625,0.0395,0.0700,7,5-10
I,0.3700,0.2900,0.0800,0.2545,0.1080,0.0565,0.0700,6,5-10
I,0.3800,0.2850,0.0850,0.2370,0.1150,0.0405,0.0700,6,5-10
I,0.3900,0.2950,0.1000,0.2790,0.1155,0.0590,0.0800,7,5-10
I,0.4050,0.3100,0.0650,0.3205,0.1575,0.0660,0.0880,6,5-10
I,,0.3250,0.1000,0.3335,0.1445,0.0715,0.0950,7,5-10
I,0.4400,0.3350,0.1100,0.3885,0.1750,0.0835,0.1110,7,5-10
I,0.4400,0.3450,0.1150,0.5450,0.2690,0.1110,0.1305,6,5-10
I,0.4400,0.3250,0.1000,0.4165,0.1850,0.0865,0.1100,6,5-10
I,0.4400,0.3550,0.1200,0.4950,0.2310,0.1100,0.1250,7,5-10
I,0.4500,0.3500,0.1250,0.4775,0.2235,0.0890,0.1180,6,5-10
I,0.4500,0.3500,0.1200,0.4680,0.2005,0.1065,0.1325,8,5-10
F,0.4550,0.3500,0.1200,0.4555,0.1945,0.1045,0.1375,7,5-10
F,0.4600,0.3500,0.1150,0.4600,0.2025,0.1115,0.1165,6,5-10
I,0.4600,0.3450,0.1200,0.4155,0.1980,0.0885,0.1070,7,5-10
I,0.4600,0.3450,0.1150,0.4215,0.1895,0.1020,0.1110,6,5-10
I,0.4650,0.3550,0.1100,0.4740,0.2300,0.1005,0.1200,7,5-10
M,0.4650,0.3400,0.1050,0.4860,0.2310,0.1035,0.1225,9,5-10
I,0.4750,0.3850,0.1100,0.5735,0.3110,0.1025,0.1360,7,5-10
I,0.4750,0.3550,0.1050,0.4680,0.2010,0.1115,0.1200,8,5-10
M,0.4800,0.3700,0.1000,0.5135,0.2430,0.1015,0.1350,8,5-10
M,,0.3750,0.1450,0.6215,0.2740,0.1660,0.1485,7,5-10
I,,0.3800,0.1100,0.4940,0.2180,0.0900,0.1325,7,5-10
I,0.5050,0.3850,0.1200,0.6005,0.2390,0.1420,0.1850,7,5-10
M,0.5150,0.3950,0.1200,0.6460,0.2850,0.1365,0.1720,9,5-10
M,0.5250,,0.1350,0.7945,0.3940,0.1890,0.2020,7,5-10
M,0.5250,0.4250,0.1250,0.8120,0.4035,0.1705,0.1950,8,5-10
F,0.5300,0.4200,0.1700,0.8280,0.4100,0.2080,0.1505,6,5-10
M,0.5300,0.4100,0.1400,0.6810,0.3095,0.1415,0.1835,6,5-10
F,0.5300,0.4050,0.1500,0.8890,0.4055,0.2275,0.2150,8,5-10
M,0.5400,0.4350,0.1400,0.7345,0.3300,0.1595,0.2130,9,5-10
F,0.5500,0.4250,0.1250,0.9640,0.5475,0.1590,0.2150,8,5-10
F,0.5550,0.4250,0.1400,0.9630,0.4400,0.2240,0.2400,7,5-10
F,0.5700,0.4450,0.1500,0.9950,0.5040,0.1850,0.2505,9,5-10
F,0.5700,0.4350,0.1400,0.8585,0.3905,0.1960,0.2295,8,5-10
M,0.5750,0.4500,0.1550,0.9480,0.4290,0.2060,0.2590,7,5-10
F,0.5800,0.4450,0.1450,0.8880,0.4100,0.1815,0.2425,8,5-10
F,0.5850,0.4500,0.1600,0.9045,0.4050,0.2215,0.2335,8,5-10
M,0.5900,0.4650,0.1400,1.0460,0.4695,0.2630,0.2630,7,5-10
F,0.5950,0.4700,0.1550,1.1775,0.5420,0.2690,0.3100,9,5-10
F,0.5950,0.4650,0.1500,1.0765,0.4910,0.2200,0.2870,9,5-10
F,0.5950,0.4650,0.1500,1.0255,0.4120,0.2745,0.2890,11,10-15
F,0.6000,0.4600,0.1450,0.9325,0.3985,0.2245,0.2480,8,5-10
F,0.6000,0.4600,0.1500,1.2350,0.6025,0.2740,0.2900,8,5-10
M,0.6000,0.4600,0.1500,1.2470,0.5335,0.2735,0.2900,9,5-10
M,0.6100,0.4800,0.1500,1.1495,0.5640,0.2740,0.2640,8,5-10
F,0.6150,0.4850,0.1600,1.1575,0.5005,0.2495,0.3150,10,5-10
F,0.6150,,0.1650,1.3270,0.6000,0.3015,0.3550,10,5-10
M,0.6150,0.4700,0.1550,1.2000,0.5085,0.3200,0.2920,8,5-10
F,0.6200,0.5100,0.1750,1.2705,0.5415,0.3230,0.3225,9,5-10
F,0.6200,0.4850,0.1750,1.2155,0.5450,0.2530,0.3450,10,5-10
F,0.6200,0.4750,0.1600,1.3245,0.6865,0.2330,0.3275,9,5-10
M,0.6250,0.4800,0.1700,1.3555,0.6710,0.2680,0.3385,10,5-10
F,0.6250,0.4900,0.1650,1.1270,0.4770,0.2365,0.3185,9,5-10
F,0.6250,0.4900,0.1750,1.1075,0.4485,0.2165,0.3595,8,5-10
F,0.6300,0.4950,0.2000,1.4255,0.6590,0.3360,0.3800,11,10-15
F,0.6300,0.4950,0.1450,1.1470,0.5455,0.2660,0.2885,9,5-10
M,0.6300,0.4800,0.1650,1.2860,0.6040,0.2710,0.3500,8,5-10
F,0.6350,0.4950,0.1800,1.5960,0.6170,0.3170,0.3700,11,10-15
F,0.6350,0.4950,0.1950,1.2970,0.5560,0.2985,0.3700,11,10-15
M,0.6450,0.4900,0.1600,1.2510,0.5355,0.3345,0.3165,9,5-10
M,0.6450,,0.1750,1.5105,0.6735,0.3755,0.3775,12,10-15
F,0.6500,,0.1850,1.4415,0.7410,0.2955,0.3410,9,5-10
M,0.6700,0.5200,0.1900,1.6385,0.8115,0.3690,0.3910,9,5-10
F,0.6900,0.5450,0.2050,1.9330,0.7855,0.4290,0.4980,13,10-15
M,0.6900,0.5400,0.1850,1.7100,0.7725,0.3855,0.4325,8,5-10
F,0.6950,0.5500,0.1550,1.8495,0.7670,0.4420,0.4175,10,5-10
M,0.6950,0.5250,0.1750,1.7420,0.6960,0.3890,0.5050,12,10-15
F,0.7000,0.5750,0.2050,1.7975,0.7295,0.3935,0.5165,13,10-15
F,0.7050,0.5600,0.2050,2.3810,0.9915,0.5005,0.6240,10,5-10
M,0.7650,0.5850,0.1800,2.3980,1.1280,0.5120,0.5335,12,10-15
M,0.7700,0.6000,0.2150,2.1945,1.0515,0.4820,0.5840,10,5-10
I,0.2200,0.1600,0.0500,0.0490,0.0215,0.0100,0.0150,4,<5
I,0.2750,0.2050,0.0700,0.1055,0.4950,0.0190,0.0315,5,<5
I,0.2900,0.2100,0.0600,0.1045,0.0415,0.0220,0.0350,5,<5
I,0.3300,0.2400,0.0750,0.1630,0.0745,0.0330,0.0480,6,5-10
I,0.3550,0.2850,0.0950,0.2275,0.0955,0.0475,0.0715,6,5-10
I,0.3750,0.2900,0.1000,0.2190,0.0925,0.0380,0.0750,6,5-10
I,,0.3150,0.1000,0.3645,0.1765,0.0795,0.0950,8,5-10
I,0.4250,0.3300,0.1150,0.3265,0.1315,0.0770,0.1030,6,5-10
I,0.4250,0.3400,0.1000,0.3515,0.1625,0.0820,0.0940,7,5-10
I,0.4300,0.3200,0.1000,0.3465,0.1635,0.0800,0.0900,7,5-10
I,0.4400,0.3400,0.1000,0.4070,0.2090,0.0735,0.1030,7,5-10
I,0.4400,0.3350,0.1150,0.4215,0.1730,0.0765,0.1130,7,5-10
I,0.4600,0.3450,0.1100,0.3755,0.1525,0.0580,0.1250,7,5-10
I,0.4600,0.3700,0.1200,0.5335,0.2645,0.1080,0.1345,6,5-10
I,0.4650,0.3550,0.1050,0.4420,0.2085,0.0975,0.1185,7,5-10
I,0.4750,0.3650,0.1000,0.1315,0.2025,0.0875,0.1230,7,5-10
I,0.4750,0.3750,0.1150,0.5205,0.2330,0.1190,0.1455,7,5-10
I,0.4850,0.3750,0.1300,0.5535,0.2660,0.1120,0.1570,8,5-10
I,0.4900,0.3750,0.1250,0.5445,0.2790,0.1150,0.1300,8,5-10
M,0.4900,0.3800,0.1100,0.5540,0.2935,0.1005,0.1500,8,5-10
I,0.4950,0.3800,0.1200,0.5120,0.2330,0.1205,0.1360,7,5-10
I,,0.3900,0.1250,0.5830,0.2940,0.1320,0.1605,8,5-10
M,,0.3800,0.1200,0.5765,0.2730,0.1350,0.1450,9,5-10
M,0.5050,0.4000,0.1350,0.7230,0.3770,0.1490,0.1780,7,5-10
I,0.5100,0.3950,0.1550,0.5395,0.2465,0.1085,0.1670,8,5-10
I,0.5100,0.3850,0.1500,0.6250,0.3095,0.1190,0.1725,8,5-10
I,0.5150,0.4000,0.1250,0.5925,0.2650,0.1175,0.1680,9,5-10
I,0.5200,0.3950,0.1350,0.6330,0.2985,0.1295,0.1750,9,5-10
F,0.5450,0.4300,0.1400,0.8320,0.4355,0.1700,0.2010,9,5-10
M,0.5450,0.4200,0.1450,0.7780,0.3745,0.1545,0.2050,7,5-10
M,0.5450,0.4200,0.1200,0.7865,0.4030,0.1850,0.1700,7,5-10
F,0.5450,0.4000,0.1400,0.7780,0.3680,0.2150,0.1800,9,5-10
I,0.5500,0.4200,0.1300,0.6360,0.2940,0.1440,0.1755,8,5-10
F,0.5500,0.4400,0.1350,0.8435,0.4340,0.1995,0.1850,8,5-10
I,0.5550,0.4250,0.1300,0.6480,0.2835,0.1330,0.2105,8,5-10
M,0.5650,0.4300,0.1300,0.7840,0.3495,0.1885,0.2130,9,5-10
F,0.5700,0.4500,0.1800,0.9080,0.4015,0.2170,0.2550,9,5-10
M,0.5700,0.4500,0.1350,1.0200,0.5460,0.2040,0.2500,9,5-10
F,0.5700,0.4300,0.1600,0.8110,0.3875,0.1590,0.2285,9,5-10
F,0.5750,0.4800,0.1500,0.8970,0.4235,0.1905,0.2480,8,5-10
M,0.5800,0.4550,0.1300,0.8520,0.4100,0.1725,0.2250,8,5-10
F,0.5850,0.4500,0.1500,0.9380,0.4670,0.2030,0.2250,7,5-10
F,0.5850,0.4350,0.1400,0.6955,0.3085,0.1290,0.2245,8,5-10
M,0.5900,0.4700,0.1500,0.8610,0.4130,0.1640,0.2490,8,5-10
M,0.5900,0.4600,0.1400,1.0040,0.4960,0.2165,0.2600,9,5-10
F,0.5900,0.4600,0.1600,1.0115,0.4450,0.2615,0.2565,8,5-10
F,0.5950,0.4650,0.1500,1.1005,0.5415,0.1660,0.2650,8,5-10
M,0.5950,0.4700,0.1650,1.1080,0.4915,0.2325,0.3345,9,5-10
M,0.5950,0.4600,0.1400,0.8520,0.4215,0.2255,0.2270,9,5-10
M,0.6000,0.4900,0.2100,1.9875,1.0050,0.4190,0.4910,10,5-10
F,0.6050,0.4800,0.1500,1.0790,0.4505,0.2835,0.2930,10,5-10
F,0.6150,0.4750,0.1700,1.0550,0.5430,0.2460,0.2345,9,5-10
M,0.6150,0.4500,0.1500,1.1980,0.7070,0.2095,0.2505,7,5-10
F,0.6150,0.4700,0.1550,1.0840,0.5885,0.2090,0.2460,9,5-10
M,0.6150,0.4750,0.1750,1.1030,0.4635,0.3095,0.2725,10,5-10
M,0.6200,0.4900,0.1550,1.1000,0.5050,0.2475,0.3100,9,5-10
M,0.6200,0.4800,0.1500,1.1015,0.4965,0.2430,0.3050,10,5-10
M,0.6250,0.4950,0.1850,1.3835,0.7105,0.3005,0.3450,11,10-15
F,0.6250,0.4900,0.1550,1.1150,0.4840,0.2770,0.3095,9,5-10
M,0.6250,0.4800,0.1450,1.0850,0.4645,0.2445,0.3270,10,5-10
M,0.6300,0.5050,0.1500,1.3165,0.6325,0.2465,0.3700,11,10-15
M,0.6300,0.5100,0.1750,1.3415,0.6575,0.2620,0.3750,10,5-10
M,0.6300,0.4650,0.1500,1.0270,0.5370,0.1880,0.1760,8,5-10
M,0.6450,0.5150,0.1600,1.1845,0.5060,0.3110,0.3350,9,5-10
M,0.6450,0.4800,0.1500,1.1920,0.6055,0.2595,0.2850,9,5-10
F,0.6450,0.5200,0.1800,1.2850,0.5775,0.3520,0.3170,9,5-10
M,0.6500,0.5150,0.1250,1.1805,0.5235,0.2830,0.3275,9,5-10
M,0.6500,0.5200,0.1750,1.2655,0.6150,0.2775,0.3360,9,5-10
F,0.6500,0.5350,0.1750,1.2895,0.6095,0.2765,0.3440,10,5-10
M,0.6500,0.5100,0.1550,1.4070,0.7215,0.2980,0.3350,9,5-10
F,0.6500,0.4900,0.1550,1.1220,0.5450,0.2280,0.3055,9,5-10
M,0.6600,0.5150,0.1650,1.4465,0.6940,0.2980,0.3755,10,5-10
F,0.6650,0.5050,0.1650,1.3490,0.5985,0.3175,0.3600,9,5-10
M,0.6700,,0.2000,1.2690,0.5760,0.2985,0.3510,11,10-15
M,0.6700,0.5100,0.1800,1.6800,0.9260,0.2975,0.3935,13,10-15
F,0.6750,0.5500,0.1900,1.5510,0.7105,0.3685,0.4120,13,10-15
M,0.6800,0.5200,0.1650,1.4775,0.7240,0.2790,0.4060,11,10-15
M,0.6800,0.5300,0.1800,1.5290,0.7635,0.3115,0.4025,11,10-15
M,0.7000,0.5250,0.1750,1.7585,0.8745,0.3615,0.4700,10,5-10
M,0.7000,0.5500,0.2000,1.5230,0.6930,0.3060,0.4405,13,10-15
F,0.7250,0.5300,0.1900,1.7315,0.8300,0.3980,0.4050,11,10-15
M,0.7250,0.5500,0.2000,1.5100,0.8735,0.4265,0.5085,9,5-10
M,0.7350,0.5700,0.1750,1.8800,0.9095,0.3870,0.4880,11,10-15
F,0.7400,0.5750,0.2200,2.0120,0.8915,0.5265,0.4710,12,10-15
M,0.7500,0.5550,0.2150,2.2010,1.0615,0.5235,0.5285,11,10-15
I,0.1900,0.1400,0.0300,0.0315,0.0125,0.0050,0.0105,3,<5
I,0.2100,0.1500,0.0450,0.0400,0.0135,0.0080,0.0105,4,<5
I,0.2500,0.1750,0.0600,0.0635,0.0275,0.0080,0.0200,4,<5
I,0.2900,0.2150,0.0650,0.0985,0.0425,0.0210,0.0310,5,<5
I,0.3350,0.2500,0.0800,0.1670,0.0675,0.0325,0.0575,6,5-10
I,0.3400,0.2450,0.0850,0.2015,0.1005,0.0380,0.0530,6,5-10
I,0.3450,0.2550,0.0950,0.1830,0.0750,0.0385,0.0600,6,5-10
I,0.3550,0.2550,0.0800,0.1870,0.0780,0.0505,0.0580,7,5-10
I,0.3600,0.2600,0.0800,0.1795,0.0740,0.0315,0.0600,5,<5
I,0.3700,0.2750,0.0900,0.2065,0.0960,0.0395,0.0580,7,5-10
I,0.3750,0.2900,0.1400,0.3000,0.1400,0.0625,0.0825,8,5-10
I,0.3750,0.2750,0.0950,0.2295,0.0950,0.0545,0.0660,7,5-10
I,0.3850,0.3000,0.1250,0.3430,0.1705,0.0735,0.0810,7,5-10
I,0.3850,0.2850,0.0850,0.2440,0.1215,0.0445,0.0680,8,5-10
I,0.3950,0.3200,0.1000,0.3075,0.1490,0.0535,0.0900,8,5-10
I,0.4000,0.3050,0.1000,0.3415,0.1760,0.0625,0.0865,7,5-10
I,0.4050,0.3050,0.1000,0.2710,0.0965,0.0610,0.0910,7,5-10
I,0.4050,0.3100,0.1100,0.9100,0.4160,0.2075,0.0995,8,5-10
I,0.4050,0.3050,0.1000,0.2680,0.1145,0.0530,0.0850,7,5-10
I,0.4050,0.3000,0.0900,0.2885,0.1380,0.0635,0.0765,6,5-10
I,0.4100,0.3150,0.1000,0.3000,0.1240,0.0575,0.1000,8,5-10
I,0.4100,0.3250,0.1100,0.3260,0.1325,0.0750,0.1010,8,5-10
I,,0.3350,0.1000,0.3580,0.1690,0.0670,0.1050,7,5-10
I,0.4200,0.3250,0.1150,0.3140,0.1295,0.0635,0.1000,8,5-10
I,0.4200,0.3150,0.1100,0.4025,0.1855,0.0830,0.1015,8,5-10
I,0.4300,0.3400,0.1100,0.3645,0.1590,0.0855,0.1050,7,5-10
I,0.4450,0.3600,0.1100,0.4235,0.1820,0.0765,0.1400,9,5-10
M,0.4500,0.3250,0.1150,0.4305,0.2235,0.0785,0.1155,8,5-10
I,0.4500,0.3350,0.0950,0.3505,0.1615,0.0625,0.1185,7,5-10
I,0.4550,0.3400,0.1150,0.4860,0.2610,0.0655,0.1315,8,5-10
I,0.4600,0.3500,0.1000,0.4710,0.2520,0.0770,0.1230,8,5-10
I,0.4600,0.3450,0.1050,,0.1870,0.0870,0.1100,8,5-10
I,0.4750,0.3550,0.1150,0.5195,0.2790,0.0880,0.1325,7,5-10
M,0.4800,0.3750,0.1200,0.5895,0.2535,0.1280,0.1720,11,10-15
I,0.4850,0.3800,0.1250,0.5215,0.2215,0.1180,0.1600,8,5-10
I,0.4850,0.3650,0.1400,0.4475,0.1895,0.0925,0.2305,8,5-10
I,0.4900,0.3650,0.1250,0.5585,0.2520,0.1260,0.1615,10,5-10
I,0.5050,0.3850,0.1250,0.5960,0.2450,0.0970,0.2100,9,5-10
I,0.5050,0.3800,0.1350,0.5385,0.2645,0.0950,0.1650,9,5-10
I,0.5100,0.3850,0.1450,0.7665,0.3985,0.1400,0.1805,8,5-10
F,0.5150,0.3950,0.1350,0.5160,0.2015,0.1320,0.1620,9,5-10
M,0.5150,0.4100,0.1400,0.7355,0.3065,0.1370,0.2000,7,5-10
I,0.5150,0.3900,0.1100,0.5310,0.2415,0.0980,0.1615,8,5-10
I,0.5250,0.3850,0.1300,0.6070,0.2355,0.1250,0.1950,8,5-10
F,0.5250,,0.1500,0.7055,0.3290,0.1470,0.1990,10,5-10
I,0.5250,0.4000,0.1300,0.6445,0.3450,0.1285,0.2000,8,5-10
I,0.5250,0.3750,0.1200,0.6315,0.3045,0.1140,0.1900,9,5-10
M,0.5350,0.4300,0.1550,0.7845,0.3285,0.1690,0.2450,10,5-10
F,0.5450,0.4400,0.1500,0.9475,0.3660,0.2390,0.2750,8,5-10
I,0.5500,0.4300,0.1450,0.7120,0.3025,0.1520,0.2250,10,5-10
I,0.5500,0.4250,0.1450,0.8900,0.4325,0.1710,0.2360,10,5-10
I,0.5500,0.4200,0.1550,0.9120,0.4950,0.1805,0.2050,9,5-10
I,0.5500,0.4250,0.1350,0.6560,0.2570,0.1700,0.2030,10,5-10
I,0.5500,0.4650,0.1500,0.9360,0.4810,0.1740,,9,5-10
I,0.5550,0.4350,0.1450,0.6975,0.2620,0.1575,0.2400,11,10-15
F,0.5550,0.4450,0.1750,1.1465,0.5510,0.2440,0.2785,8,5-10
I,0.5600,0.4400,0.1400,0.8250,0.4020,0.1390,0.2450,10,5-10
I,0.5600,0.4350,0.1350,0.7200,0.3290,0.1030,0.2510,11,10-15
I,0.5650,0.4300,0.1500,0.8215,0.3320,0.1685,0.2900,11,10-15
F,0.5700,0.4450,0.1550,1.0170,0.5265,0.2025,0.2650,10,5-10
F,0.5750,0.4350,0.1550,0.8975,0.4115,0.2325,0.2300,9,5-10
M,0.5800,0.4400,0.1750,1.2255,0.5405,0.2705,0.3265,10,5-10
F,0.5800,0.4650,0.1450,0.9865,0.4700,0.2155,0.2500,11,10-15
F,0.5800,0.4250,0.1500,0.8440,0.3645,0.1850,0.2705,9,5-10
I,0.5850,0.4600,0.1450,0.8465,0.3390,0.1670,0.2950,10,5-10
M,0.5850,0.4650,0.1650,0.8850,0.4025,0.1625,0.2740,10,5-10
I,0.5850,0.4200,0.1450,0.6735,0.2895,0.1345,0.2200,9,5-10
F,0.5850,0.4550,0.1300,0.8755,0.4110,0.2065,0.2250,8,5-10
M,0.5900,0.4700,0.1450,0.9235,0.4545,0.1730,0.2540,9,5-10
M,0.5900,0.4750,0.1400,0.9770,0.4625,0.2025,0.2750,10,5-10
M,0.5950,0.4750,0.1400,1.0305,0.4925,0.2170,0.2780,10,5-10
M,0.6000,0.4800,0.0900,1.0500,0.4570,0.2685,0.2800,8,5-10
M,0.6000,0.4950,0.1850,1.1145,0.5055,0.2635,0.3670,11,10-15
M,0.6000,0.4500,0.1450,0.8770,0.4325,0.1550,0.2400,9,5-10
M,0.6000,0.5100,0.1850,1.2850,0.6095,0.2745,0.3150,9,5-10
M,0.6100,0.4800,0.1850,1.3065,0.6895,0.2915,0.2900,10,5-10
F,0.6100,0.4500,0.1300,0.8725,0.3890,0.1715,0.2720,11,10-15
F,0.6150,0.4600,0.1500,1.0265,0.4935,0.2010,0.2745,10,5-10
F,0.6200,0.4650,0.1400,1.1605,0.6005,0.2195,0.3070,9,5-10
F,0.6200,0.4800,0.1650,1.0125,0.5325,0.4365,0.3240,10,5-10
M,0.6250,,0.1400,1.0960,0.5445,0.2165,0.2950,10,5-10
M,0.6250,0.4900,0.1650,1.2050,0.5175,0.3105,0.3465,10,5-10
M,0.6300,0.5050,0.1750,1.2210,0.5550,0.2520,0.3400,12,10-15
F,0.6300,0.4750,0.1550,1.0005,0.4520,0.2520,0.2650,10,5-10
M,0.6300,0.4700,0.1500,1.1355,0.5390,0.2325,0.3115,12,10-15
M,0.6300,0.5250,0.1950,1.3135,0.4935,0.2565,0.4650,10,5-10
M,0.6400,0.5050,0.1550,1.1955,0.5565,0.2110,0.3460,11,10-15
M,0.6400,0.4850,0.1500,1.0980,0.5195,0.2220,0.3175,10,5-10
M,0.6400,0.4950,0.1700,1.1390,0.5395,0.2820,0.2850,10,5-10
F,0.6400,0.4950,0.1700,1.2265,0.4900,0.3770,0.2875,11,10-15
M,0.6400,0.5150,0.0800,1.0420,0.5150,0.1755,0.1750,10,5-10
M,0.6500,0.5200,0.1550,1.3680,0.6185,0.2880,0.3650,9,5-10
M,0.6500,0.5100,0.1750,1.4460,0.6485,0.2705,0.4500,12,10-15
F,0.6600,0.5050,0.1900,1.4045,0.6255,0.3375,0.3745,9,5-10
F,0.6600,0.5250,0.2000,1.4630,0.6525,0.2995,0.4220,11,10-15
F,0.6750,0.5250,0.1700,1.7110,0.8365,0.3520,0.4750,9,5-10
M,0.7000,0.5400,0.2050,1.7400,0.7885,0.3730,0.4865,13,10-15
F,0.7050,0.5400,0.2050,1.7570,0.8265,0.4170,0.4610,9,5-10
M,0.7100,0.5650,0.2000,1.6010,0.7060,0.3210,0.4500,11,10-15
M,0.7200,0.5500,0.2050,2.1650,1.1055,0.5250,0.4040,10,5-10
M,0.7250,0.5700,0.1900,2.3305,1.2530,0.5410,0.5200,9,5-10
I,0.2400,0.1700,0.0500,0.0545,0.0205,0.0160,0.0155,5,<5
I,0.2550,0.1950,0.0550,0.0725,0.0285,0.0170,0.0210,4,<5
I,0.2750,0.2000,0.0550,0.0925,0.0380,0.0210,0.0260,4,<5
I,0.3200,0.2350,0.0900,0.1830,0.0980,0.0335,0.0420,7,5-10
I,0.3250,0.2400,0.0750,0.1525,0.0720,0.0645,0.0430,6,5-10
I,0.3300,0.2250,0.0750,0.1870,0.0945,0.0395,0.0425,7,5-10
I,0.3600,0.2700,0.0900,0.2320,0.1200,0.0435,0.0560,8,5-10
I,0.3750,0.2650,0.0950,0.1960,0.0850,0.0420,0.0585,5,<5
I,0.3750,0.2850,0.0900,0.2545,0.1190,0.0595,0.0675,6,5-10
I,0.3900,0.2900,0.0900,0.2625,0.1170,0.0540,0.0770,7,5-10
I,0.4500,0.3350,0.1050,0.3620,0.1575,0.0795,0.1095,7,5-10
I,0.4550,0.3500,0.1050,0.4445,0.2130,0.1070,0.1115,7,5-10
I,0.4600,0.3650,0.1150,0.5110,0.2365,0.1180,0.1230,7,5-10
I,0.4950,0.3750,0.1200,0.5890,0.3075,0.1215,0.1405,8,5-10
M,,0.3650,0.1300,0.5945,0.3090,0.1085,0.1535,9,5-10
I,,0.3750,0.1200,0.5290,0.2235,0.1230,0.1600,8,5-10
M,0.5200,0.4000,0.1050,0.8720,0.4515,0.1615,0.1985,9,5-10
I,0.5200,0.3950,0.1450,0.7700,0.4240,0.1420,0.1895,7,5-10
F,0.5250,0.4300,0.1350,0.8435,0.4325,0.1800,0.1815,9,5-10
M,0.5350,0.4050,0.1400,0.8180,0.4020,0.1715,0.1890,7,5-10
F,0.5400,0.4200,0.1400,0.8035,0.3800,0.1805,0.2100,9,5-10
F,0.5400,,0.1500,0.8115,0.3875,0.1875,0.2035,9,5-10
F,0.5700,0.4250,0.1300,0.7820,0.3695,0.1745,0.1965,8,5-10
M,0.5700,0.4200,0.1400,0.8745,0.4160,0.1650,0.2500,8,5-10
M,0.5800,0.4450,0.1600,0.9840,0.4900,0.2010,0.2700,9,5-10
F,0.5800,0.4450,0.1350,0.9500,0.4840,0.1820,0.2325,8,5-10
M,0.5900,0.4700,0.1550,1.1735,0.6245,0.2330,0.2595,9,5-10
F,0.5900,0.4550,0.1500,0.9760,0.4650,0.2055,0.2765,10,5-10
M,0.5900,0.4850,0.1550,1.0785,0.4535,,0.3100,9,5-10
M,0.5950,0.4350,0.1600,1.0570,0.4255,0.2240,0.3100,9,5-10
M,0.6000,0.4750,0.1750,1.1100,0.5105,0.2560,0.2850,9,5-10
M,0.6000,0.4500,0.1600,1.1420,0.5390,0.2250,0.3070,10,5-10
M,0.6050,0.4750,0.1900,1.1255,0.5900,0.2470,0.2600,10,5-10
F,0.6200,0.4800,0.1700,1.1045,0.5350,0.2500,0.2870,10,5-10
M,0.6250,0.4750,0.1750,1.3405,0.6560,0.2830,0.3370,10,5-10
M,0.6250,,0.1300,1.0820,0.5785,0.2045,0.2500,8,5-10
F,0.6250,0.4850,0.1600,1.2540,0.5910,0.2590,0.3485,9,5-10
M,0.6300,0.4900,0.1650,1.2005,0.5750,0.2730,0.2940,10,5-10
M,0.6300,0.4850,0.1600,1.2430,0.6230,0.2750,0.3000,10,5-10
F,0.6350,0.5100,0.1850,1.2860,0.5260,0.2950,0.4105,12,10-15
F,0.6450,0.4900,0.1600,1.1665,0.4935,0.3155,0.2990,9,5-10
F,0.6450,0.4900,0.1600,1.1440,0.5015,0.2890,0.3190,8,5-10
F,0.6500,0.5250,0.1900,1.3850,0.8875,0.3095,0.4050,11,10-15
F,0.6550,0.5150,0.1550,1.3090,0.5240,0.3460,0.3850,11,10-15
F,0.6550,0.5150,0.1700,1.5270,0.8485,0.2635,0.3310,11,10-15
M,0.6650,0.5150,0.1900,1.6385,0.8310,0.3575,0.3710,11,10-15
M,0.6950,0.5400,0.1950,1.6910,0.7680,0.3630,0.4755,11,10-15
F,0.7200,0.5650,0.1800,1.7190,0.8465,0.4070,0.3875,11,10-15
