,intercolumnarDistance,upperMargin,lowerMargin,exploitation,rowNumber,modularRatio,interlinearSpacing,weight,peakNumber,modularRatioInterlinearSpacing,class
5533,-0.080,0.180,0.310,1.180,-1.258,2.225,,-1.317,-1.214,2.058,E
5534,0.303,-0.134,-0.003,-0.625,0.262,1.270,0.258,-1.469,-0.310,1.149,A
5535,0.315,0.517,-0.003,-2.543,0.262,-0.972,-0.044,1.432,-0.435,-0.739,F
5536,-0.203,-0.378,0.435,0.245,-0.721,-0.889,-0.497,0.477,-0.248,-0.410,E
5537,0.760,-0.134,0.115,-0.543,0.798,-1.097,-1.177,0.144,-0.560,-0.244,I
5538,0.266,0.164,0.118,0.320,0.262,0.232,0.862,-0.325,-0.217,-0.135,A
5539,-0.067,0.337,0.221,-0.311,0.262,-0.225,0.673,0.681,0.002,-0.433,G
5540,0.044,-0.173,,-0.775,0.172,1.062,,-1.106,-0.840,0.985,F
5541,0.019,-0.016,-3.211,-0.310,0.262,0.273,0.220,0.679,0.345,0.249,A
5542,-0.277,-0.252,-3.203,1.958,0.262,1.270,0.220,0.492,1.093,1.157,X
5543,-0.092,-0.119,0.189,1.280,0.262,0.606,0.296,0.864,0.407,0.499,A
5544,-0.005,-0.071,0.353,-0.207,0.262,-1.429,-0.006,-1.186,-0.341,-1.165,H
5545,1.019,0.211,-0.156,-0.312,0.262,-0.225,0.296,0.143,-0.185,-0.250,A
5546,-0.043,-0.111,0.410,1.097,0.262,0.855,0.673,1.193,0.438,0.505,A
5547,0.698,-0.370,0.186,-0.923,0.977,-0.100,-0.497,-0.538,1.187,0.321,I
5548,0.032,0.117,-0.177,-0.621,-1.168,-1.138,0.296,-1.269,-0.560,-1.064,A
5549,-0.117,-0.338,-3.211,-0.866,-1.168,3.305,-0.308,-1.836,-2.711,3.463,A
5550,-0.388,0.321,0.108,0.886,0.351,-0.308,,0.335,0.002,-0.256,F
5551,0.093,0.298,-0.013,0.109,0.262,0.813,0.220,-0.429,-0.248,0.761,A
5552,0.229,-0.001,0.172,-0.003,0.262,-0.474,0.145,-0.264,-0.903,-0.385,A
5553,-0.117,-0.079,0.381,1.541,0.172,1.934,0.296,0.043,1.249,1.678,X
5554,-0.339,-0.197,0.531,1.146,0.709,0.273,1.504,-0.091,0.064,0.464,Y
5555,0.192,-0.032,0.453,-0.877,0.262,-0.183,-0.082,-1.254,-0.871,0.012,A
5556,0.871,-0.236,0.026,-1.942,0.977,-1.305,-1.328,0.129,1.561,-0.367,I
5557,-0.203,-0.016,0.595,-1.582,-0.364,-0.266,0.333,0.047,0.812,-0.311,E
5558,-0.080,-0.173,0.367,0.325,0.262,1.228,0.711,-0.613,0.033,0.800,F
5559,-0.154,-0.354,0.371,-0.513,0.262,-0.516,-0.006,-0.063,0.158,-0.348,F
5560,0.056,-0.087,0.090,1.312,0.083,-0.391,,1.521,0.532,-0.331,A
5561,0.192,0.148,0.193,-1.293,0.262,-0.848,-0.195,-0.793,0.251,-0.552,H
5562,-0.104,-1.037,0.389,-1.099,0.172,-0.765,0.258,0.128,1.343,-0.716,X
5563,0.056,-0.064,0.310,-1.049,0.262,-0.308,-0.044,1.110,0.158,-0.141,F
5564,-0.030,0.015,0.264,0.374,0.262,0.107,0.145,0.491,0.314,0.145,A
5565,-0.005,-0.260,0.367,-0.157,0.262,-0.557,0.409,0.710,0.033,-0.603,F
5566,-0.228,0.046,0.214,0.747,0.262,-1.138,0.598,1.638,0.719,-1.200,E
5567,0.266,0.557,-0.020,0.177,0.262,-0.848,0.447,1.149,0.812,-0.878,G
5568,-0.043,0.101,0.289,0.722,0.262,0.606,0.220,0.780,0.407,0.559,A
5569,0.303,-0.354,0.307,-0.918,0.172,-0.682,0.258,0.138,0.064,-0.631,F
5570,-2.277,0.455,0.051,-2.162,-4.833,-3.422,-5.858,0.877,-1.869,-4.955,A
5571,-0.265,-0.448,0.431,-1.121,0.262,-0.391,0.371,0.549,0.126,-0.424,F
5572,-0.191,-0.024,0.367,2.259,0.172,1.685,0.598,0.158,1.467,1.350,X
5573,0.229,-0.354,0.182,0.211,0.262,-0.017,0.069,-0.336,-0.217,0.059,A
5574,0.007,0.078,0.342,-0.129,0.262,-0.640,0.031,0.080,-0.123,-0.470,F
5575,0.167,0.148,0.278,-0.290,0.262,-1.388,-0.195,0.063,0.968,-1.058,H
5576,0.106,0.203,-0.024,0.996,0.262,-0.225,-0.006,0.130,-0.497,-0.075,A
5577,0.377,0.164,0.140,-0.242,0.172,-0.059,0.031,0.515,0.282,0.065,A
5578,0.019,-0.087,0.385,0.795,0.262,0.772,0.447,0.225,0.251,0.558,A
5579,-0.104,-0.079,0.552,1.388,0.619,-0.972,-3.932,0.359,0.532,-1.797,Y
5580,0.044,0.196,0.261,-0.394,0.262,-0.972,0.296,0.065,-0.435,-0.898,G
5581,0.266,-0.166,0.321,0.483,0.172,1.145,0.598,-0.621,0.064,0.813,A
5582,0.143,-0.370,0.413,0.301,0.172,1.644,0.107,0.102,-0.341,1.563,F
5583,-0.080,0.313,0.140,0.296,0.262,0.398,0.258,0.134,0.345,0.343,A
5584,0.155,0.235,0.211,0.644,0.172,0.730,-0.233,0.651,-0.341,0.940,A
5585,0.118,-0.166,0.563,0.567,0.619,1.104,-1.026,1.753,0.875,1.983,Y
5586,,-0.056,0.211,-0.147,0.262,-0.516,-0.006,-0.226,0.719,-0.344,E
5587,-0.067,0.462,0.104,0.463,0.262,-0.516,0.484,1.016,0.126,-0.596,F
5588,0.155,0.596,0.036,-0.126,0.262,-0.516,0.220,0.255,-0.560,-0.450,A
5589,0.241,0.109,-0.127,0.381,0.172,-0.308,0.107,0.800,0.781,-0.214,A
5590,0.624,-2.427,0.179,0.711,1.066,-1.761,-0.950,-0.255,0.407,-1.015,I
5591,0.106,-0.126,0.389,-0.425,0.262,-1.055,-0.157,-0.314,-0.123,-0.770,F
5592,0.019,-0.016,-3.211,-0.310,0.262,0.356,0.296,0.874,0.126,0.275,A
5593,0.143,-0.001,0.154,0.956,0.262,0.107,0.522,0.945,0.095,-0.070,F
5594,0.266,0.211,0.115,0.938,0.262,1.104,0.824,-0.288,-0.435,0.640,A
5595,0.291,-0.189,0.079,-0.086,0.977,-1.720,-1.214,-0.482,0.126,-0.844,I
5596,0.661,-0.095,0.015,0.752,0.977,-0.391,-1.592,0.535,1.280,0.823,I
5597,-0.326,-0.079,0.239,0.567,0.262,0.606,-0.233,-0.007,0.407,0.826,E
5598,-0.030,-0.189,0.243,-0.409,0.262,-0.723,0.598,-0.495,0.002,-0.837,F
5599,0.056,0.007,0.406,0.455,0.262,0.356,0.069,0.507,0.438,0.407,A
5600,0.143,0.431,0.033,-0.487,0.262,-0.599,0.069,0.231,0.126,-0.448,G
5601,-0.104,-0.197,0.221,0.174,0.262,-0.225,0.145,0.296,-0.279,-0.164,F
5602,0.204,0.360,0.140,0.299,-0.096,-0.516,0.333,0.400,0.189,-0.515,A
5603,0.229,0.243,0.090,0.120,0.262,-0.682,,0.491,0.158,-0.586,A
5604,-0.141,-0.056,0.207,0.247,0.262,0.066,0.862,0.452,-0.061,-0.284,F
5605,-0.771,-0.111,0.328,0.262,0.172,0.564,,0.156,-0.029,0.334,D
5606,0.328,0.337,-0.020,1.087,0.262,-0.142,0.749,0.385,0.095,-0.408,A
5607,0.266,0.109,0.207,-0.849,0.262,0.024,0.145,0.787,-0.217,0.063,F
5608,0.007,0.408,0.275,-0.084,0.262,-1.346,0.673,0.629,0.438,-1.410,H
5609,-0.018,-0.056,0.232,0.605,-0.990,0.149,0.673,0.474,0.345,-0.114,A
5610,-3.499,3.846,0.186,-1.071,-4.922,-0.391,0.749,0.660,0.220,-0.616,A
5611,0.155,0.337,0.068,0.022,0.262,-0.142,0.258,-0.813,-0.840,-0.144,A
5612,0.143,-0.001,0.154,0.956,0.262,-0.183,0.409,1.088,0.407,-0.266,F
5613,-0.092,0.345,0.182,0.723,0.262,0.772,0.296,0.285,1.218,0.633,H
5614,-0.067,-0.158,-3.211,-2.155,-1.794,-2.080,0.296,0.460,-1.952,-1.919,C
5615,-0.043,-0.464,0.392,0.227,0.262,-0.723,0.296,0.173,0.158,-0.680,E
5616,0.130,-0.071,0.214,0.916,0.262,-0.350,0.069,0.698,-0.185,-0.229,A
5617,0.093,-0.087,-2.268,-0.165,0.262,0.730,0.522,-0.414,-0.435,0.495,A
5618,0.513,-0.071,-3.211,0.755,0.977,0.606,-1.403,0.822,1.280,1.699,I
5619,0.192,-0.370,0.278,-0.660,0.262,-0.516,0.069,-1.029,0.158,-0.387,F
5620,-0.166,0.007,-2.172,-0.166,0.262,0.190,-0.157,0.883,0.812,0.371,E
5621,-0.326,-0.652,0.385,-1.694,-0.185,-0.806,1.504,-2.313,-1.495,-1.301,E
5622,0.698,-0.370,0.186,-0.923,0.977,-0.516,-0.837,0.811,1.686,0.153,I
5623,-0.129,0.023,0.193,0.838,0.262,1.353,0.749,-0.801,0.314,0.887,A
5624,-0.005,-0.071,0.353,-0.207,0.262,0.356,-0.610,-0.604,1.374,0.835,H
5625,-0.141,0.729,0.079,0.152,0.262,1.685,0.749,-0.543,-0.185,1.174,F
5626,0.093,0.345,0.143,-0.027,0.262,0.938,0.145,-1.724,-1.027,0.877,G
5627,-0.043,0.101,0.289,0.722,0.262,0.356,0.258,-0.258,-0.466,0.309,A
5628,0.167,0.148,0.278,-0.290,0.262,-1.138,0.409,-0.453,-0.154,-1.111,H
5629,0.007,-0.268,0.410,0.565,0.172,0.564,0.107,-0.424,-0.809,0.572,F
5630,0.241,-0.323,0.282,0.275,0.262,-0.599,-0.006,0.655,0.064,-0.429,F
5631,0.241,0.109,-0.127,0.381,0.172,0.855,0.371,-0.175,-0.092,0.681,A
5632,-0.191,-0.692,0.282,-0.194,0.172,-0.640,0.447,0.501,0.812,-0.685,E
5633,-0.030,-0.064,0.275,-0.395,0.262,-1.138,-0.044,-0.078,0.033,-0.901,F
5634,0.229,-0.228,0.325,-0.869,0.262,-0.599,0.258,0.295,-0.061,-0.561,F
5635,-0.326,-0.079,0.239,0.567,0.262,-0.474,-0.271,0.559,0.968,-0.152,E
5636,0.081,0.078,0.051,0.857,-1.258,0.356,0.107,0.783,0.220,0.402,A
5637,0.439,0.196,0.143,-0.809,0.262,-1.138,-0.384,0.087,0.189,-0.731,F
5638,0.204,-0.126,0.335,0.484,-1.258,-0.266,0.258,1.107,-0.154,-0.259,F
5639,0.945,0.133,0.136,0.565,0.172,-0.225,0.371,0.029,-0.715,-0.274,A
5640,-0.043,-0.362,0.470,-0.311,0.262,-0.640,0.296,-0.789,-0.248,-0.617,F
5641,0.204,-0.134,0.044,-0.655,0.262,1.270,0.749,-2.894,-2.867,0.815,E
5642,0.056,0.533,0.186,0.883,0.262,1.602,1.504,-0.539,-0.684,0.663,A
5643,0.093,0.345,0.143,-0.027,0.262,0.190,0.371,-1.345,-0.871,0.062,G
5644,-0.252,-0.009,-2.044,0.343,0.351,-1.138,0.409,0.669,1.654,-1.114,X
5645,0.278,-0.362,0.502,-1.589,0.262,-1.222,0.598,-1.368,-0.154,-1.269,F
5646,-0.043,-0.173,0.645,0.089,-0.990,-0.765,-1.139,0.902,1.311,0.082,Y
5647,0.180,-0.291,0.229,1.550,0.172,0.149,0.409,1.382,0.501,0.035,A
5648,0.427,-0.056,-0.084,0.139,0.977,1.021,-1.063,-0.099,0.781,1.816,I
5649,-0.215,-0.103,0.360,0.941,0.172,-0.059,-0.044,1.205,0.812,0.093,E
5650,0.908,1.467,0.371,-1.242,0.709,-0.640,-1.705,0.517,1.280,0.587,I
5651,-0.117,0.305,0.036,-0.410,0.262,-1.471,0.069,0.153,0.906,-1.256,H
5652,0.044,0.408,-0.120,0.282,0.262,0.190,0.447,-0.598,-0.747,0.058,A
5653,-0.388,0.321,0.108,0.886,0.351,0.938,0.107,0.032,-0.154,0.946,F
5654,-0.080,-0.338,0.410,0.130,0.172,0.232,,-0.142,0.407,0.231,A
5655,-0.018,-2.427,0.278,0.507,0.172,-0.059,0.635,0.315,-0.248,-0.277,F
5656,0.093,-0.103,0.015,-1.204,0.083,-1.222,0.447,-0.939,0.688,-1.206,A
5657,0.340,0.400,0.207,-0.725,0.262,-0.765,,0.033,0.126,-0.670,A
5658,-0.277,0.039,0.421,3.987,0.172,1.810,-2.347,2.069,0.345,1.182,X
5659,-0.055,0.313,0.054,0.218,0.262,-0.266,0.447,-0.250,-0.185,-0.361,A
5660,-0.215,0.360,0.097,0.286,0.172,0.564,0.220,-0.363,0.095,0.515,F
5661,0.624,-0.071,0.221,-0.586,0.887,-1.138,-1.139,0.416,1.405,-0.312,I
5662,-3.499,10.653,-3.211,0.065,-4.922,0.149,0.220,2.303,-1.401,0.120,A
5663,-0.240,-0.299,0.694,0.956,0.619,0.938,-0.799,0.590,0.750,1.546,Y
5664,-0.203,0.203,0.332,-1.115,0.083,-0.433,0.409,0.721,0.657,-0.494,D
5665,0.365,-0.048,-0.038,0.328,0.262,-0.266,0.673,0.493,0.126,-0.475,A
5666,-0.030,-0.189,0.243,-0.409,0.262,-1.097,-0.195,-0.651,0.407,-0.775,F
5667,0.377,0.109,0.317,-1.658,-0.900,-0.599,0.145,-1.284,-0.310,-0.497,H
5668,-0.043,-0.236,-3.211,-0.272,0.262,3.429,-0.195,-1.247,-0.560,3.475,A
5669,-0.080,0.250,0.389,-0.003,0.083,-1.429,0.069,0.508,0.625,-1.224,E
5670,0.155,-0.197,-3.211,-0.737,0.351,0.024,0.145,-0.248,-0.123,0.063,F
5671,-0.030,0.305,-3.203,-0.131,0.172,0.398,0.333,-0.238,-0.435,0.293,A
5672,0.118,0.070,0.339,-1.296,0.262,-1.222,0.069,-0.998,0.407,-1.023,H
5673,-0.141,-0.024,0.563,-1.881,0.083,-0.599,0.409,-0.261,-0.435,-0.636,C
5674,-0.314,0.541,-0.042,0.883,0.262,0.149,0.296,0.990,0.189,0.104,F
5675,-0.252,-0.111,0.453,0.888,0.172,-0.308,-0.044,1.070,0.189,-0.118,D
5676,-0.043,-0.299,0.182,1.151,0.262,1.976,0.069,-0.182,0.220,1.903,A
5677,0.180,-0.330,0.531,-0.314,0.083,-0.350,0.145,0.158,-0.154,-0.275,A
5678,0.106,0.290,0.172,-0.220,0.262,-0.350,-0.006,0.157,0.282,-0.167,A
5679,0.439,0.196,0.143,-0.809,0.262,-0.017,0.069,-1.016,0.220,0.074,F
5680,0.291,0.109,-0.113,0.221,0.262,0.564,0.447,-0.437,0.095,0.376,A
5681,-0.438,-0.472,0.463,-0.545,0.262,3.222,-0.044,-1.954,-2.368,3.164,E
5682,-0.043,-0.417,0.570,-2.225,0.083,1.685,1.277,-0.717,-0.903,0.878,D
5683,-0.228,0.290,-0.006,0.396,0.262,0.315,,0.661,0.158,-0.162,A
5684,-0.080,-0.291,0.389,0.856,0.262,-0.806,0.031,0.833,-0.217,-0.634,F
5685,-0.043,-0.323,0.310,0.287,0.262,-0.806,-0.006,-0.220,-0.622,-0.615,F
5686,-0.351,0.023,0.172,1.152,0.262,0.107,0.635,1.267,2.184,-0.131,X
5687,0.106,-0.189,0.164,-0.684,0.262,0.107,0.937,0.402,0.189,-0.285,A
5688,1.377,-0.064,0.349,0.406,0.172,-0.391,0.635,-0.669,-0.404,-0.548,A
5689,0.488,-0.260,0.051,-0.756,0.977,-0.350,-2.271,-1.073,0.095,1.376,I
5690,0.007,-0.668,0.477,1.622,0.172,2.806,,-0.202,-0.497,2.274,A
5691,0.032,0.667,-0.095,0.010,0.172,-0.017,0.296,1.097,0.844,-0.054,G
5692,0.069,0.070,-0.003,-1.150,-1.258,0.772,0.333,1.030,-0.341,0.626,F
5693,-0.104,-0.056,0.300,0.391,0.172,-0.142,-0.195,0.678,0.532,0.113,A
5694,0.365,-0.048,-0.038,0.328,0.262,-0.100,0.258,0.620,0.189,-0.102,A
5695,-0.154,-0.032,0.271,0.057,0.262,0.024,0.258,-0.003,0.033,-0.002,A
5696,0.661,-0.205,-3.075,0.471,1.066,-0.723,-1.139,0.346,2.060,0.127,I
5697,0.365,0.290,0.236,-0.324,0.172,-0.972,-0.346,0.193,-0.123,-0.588,A
5698,-0.438,0.423,0.389,0.621,0.172,-0.889,0.069,1.331,0.719,-0.701,E
5699,-0.215,-0.111,0.687,,0.709,0.730,-0.875,0.444,0.033,1.423,Y
5700,0.192,-0.370,0.278,-0.660,0.262,0.398,0.296,-1.086,-0.217,0.316,F
5701,-0.252,0.093,0.239,-0.021,0.172,3.637,0.862,-1.724,-1.308,2.777,A
5702,0.081,-0.142,0.172,-0.471,0.262,-0.059,0.107,0.243,0.002,0.007,F
5703,0.315,-0.330,0.556,-0.374,0.709,-1.803,-1.403,-0.025,1.062,-0.831,Y
5704,0.032,0.172,0.253,-0.863,0.172,-1.180,0.484,-0.754,0.158,-1.145,H
5705,-0.191,-1.092,0.403,0.749,0.172,-0.350,0.447,1.223,0.688,-0.433,D
5706,-0.265,0.156,0.403,1.484,0.172,0.979,0.673,-0.017,0.812,0.588,X
5707,0.315,-0.990,0.157,-2.450,0.172,1.934,-0.120,-1.245,-0.497,2.000,X
5708,8.314,-0.087,0.527,0.660,-3.135,0.273,-0.195,0.893,0.189,0.508,E
5709,0.106,-0.252,0.467,0.287,0.262,0.398,0.296,0.201,0.407,0.323,A
5710,-0.092,0.345,0.182,0.723,0.262,0.066,0.296,0.633,1.000,0.021,H
5711,0.291,-0.268,0.325,-0.396,-1.079,-0.516,0.258,-0.264,0.158,-0.480,A
5712,0.069,-0.205,0.424,1.412,0.262,0.813,0.069,1.084,0.158,0.837,A
5713,-0.450,-0.291,0.435,-0.069,0.262,0.564,0.409,-0.693,0.251,0.395,E
5714,0.254,0.337,0.086,-0.980,0.262,0.730,0.522,-0.867,0.220,0.493,G
5715,0.303,-0.354,0.307,-0.918,0.172,0.066,-0.120,-1.635,-0.560,0.249,F
5716,0.180,-0.213,0.132,-1.307,0.262,0.356,0.031,0.459,0.469,0.428,A
5717,0.143,-0.291,-3.211,-2.168,0.351,-1.595,0.069,-3.209,-2.119,-1.375,F
5718,-0.191,-0.024,0.367,2.259,0.172,0.523,,-0.106,0.220,0.302,X
5719,-0.462,0.353,0.150,0.560,0.262,-0.516,0.031,0.970,1.343,-0.378,E
5720,0.130,-0.126,0.378,0.755,0.262,0.481,0.522,0.342,-0.185,0.267,A
5721,0.081,0.203,0.250,-0.423,0.262,-0.100,0.522,-0.656,0.002,-0.253,H
5722,-0.092,0.298,0.079,0.196,0.262,-0.017,0.484,0.663,0.282,-0.149,F
5723,0.513,-0.071,-3.211,0.755,0.977,-0.723,-0.157,0.221,0.812,-0.460,I
5724,0.377,0.180,0.065,-1.534,0.262,1.104,1.315,-1.171,-0.715,0.362,A
5725,0.241,0.235,0.122,1.038,0.262,0.647,0.447,-0.715,-0.871,0.449,A
5726,0.019,0.290,-0.116,1.525,-0.543,0.855,0.711,1.593,0.625,0.460,F
5727,0.130,-0.071,0.214,0.916,0.262,0.439,0.598,0.490,0.033,0.181,A
5728,-0.450,-0.291,0.435,-0.069,0.262,0.107,0.598,-0.391,0.501,-0.111,E
5729,0.809,-0.095,0.118,0.988,0.977,-0.640,-0.875,0.906,1.467,0.039,I
5730,-0.005,0.612,0.022,1.012,0.262,0.481,0.900,0.928,0.251,0.066,A
5731,0.118,-0.221,-3.211,-1.623,0.262,-0.433,0.145,-1.227,-0.622,-0.356,A
5732,-0.080,-0.291,0.389,0.856,0.262,-0.640,0.107,0.843,-0.217,-0.517,F
5733,0.476,-0.433,0.115,-0.871,0.977,-0.640,-1.818,-1.866,0.625,0.672,I
5734,-0.277,-0.252,-3.203,1.958,0.262,1.187,0.409,2.198,2.278,0.953,X
5735,0.365,0.196,0.175,-0.028,0.262,-0.599,0.069,-0.537,-0.061,-0.463,A
5736,0.180,-0.213,0.132,-1.307,0.262,0.190,0.900,0.405,0.376,-0.199,A
5737,0.377,0.180,0.065,-1.534,0.262,-0.516,0.371,0.230,-0.217,-0.543,A
5738,-0.030,0.439,-0.045,0.766,0.172,0.024,-0.044,0.718,0.376,0.162,A
5739,-0.240,-0.535,0.076,-0.617,0.172,2.765,0.484,-2.036,-1.900,2.324,E
5740,0.069,0.007,0.289,0.593,0.262,-0.142,,0.424,0.688,-0.292,H
5741,0.019,0.619,0.033,-0.184,0.262,-0.142,0.711,-0.614,0.189,-0.384,G
5742,0.106,0.101,0.246,0.087,0.262,-1.014,-0.308,-2.565,-2.836,-0.650,A
5743,0.143,-0.001,0.154,0.956,0.262,0.315,0.296,1.357,0.376,0.245,F
5744,-0.191,-1.092,0.403,0.749,0.172,0.606,0.107,0.191,0.002,0.623,D
5745,0.106,0.557,-0.031,0.619,0.172,-0.765,,0.174,-0.622,-0.665,A
5746,0.204,-0.134,0.044,-0.655,0.262,-0.225,0.484,-0.807,0.158,-0.343,E
5747,-0.339,-0.268,0.442,0.616,0.440,-0.183,-1.139,1.726,2.403,0.722,X
5748,-0.067,-0.150,0.321,0.119,0.262,-0.183,0.031,0.247,0.563,-0.061,A
5749,0.093,-0.103,0.015,-1.204,0.083,-0.516,,-1.740,-1.027,-0.446,A
5750,0.081,0.062,0.204,0.577,0.262,0.024,0.145,1.125,0.781,0.068,H
5751,0.044,-0.158,0.328,0.552,0.262,0.398,0.522,-0.445,-0.622,0.177,A
5752,0.180,-0.048,0.275,-0.605,0.262,-0.723,-0.271,-0.963,-0.435,-0.404,F
5753,-0.388,-1.021,0.058,1.229,-0.006,1.810,0.749,0.342,1.436,1.279,X
5754,-0.191,-0.692,0.282,-0.194,0.172,-0.848,0.333,1.058,1.000,-0.813,E
5755,0.167,0.172,0.047,0.268,0.172,0.439,0.711,0.181,-0.029,0.142,F
5756,0.118,-0.213,0.232,0.807,-1.079,0.979,0.711,1.100,0.407,0.586,A
5757,0.513,-0.417,0.125,0.550,0.977,-0.059,-1.252,-0.381,1.124,0.881,I
5758,0.019,-0.087,0.293,0.241,0.172,0.481,0.371,-0.077,0.064,0.350,A
5759,,-0.511,0.463,0.711,0.262,0.979,0.598,0.556,0.812,0.652,E
5760,0.167,0.313,0.168,-0.383,0.262,0.273,1.088,0.373,-0.029,-0.197,A
5761,0.229,-0.228,0.325,-0.869,0.262,-1.180,-0.195,-0.257,-0.154,-0.869,F
5762,-0.487,-0.260,-3.211,0.222,0.351,1.021,0.598,-0.522,0.220,0.700,E
5763,0.032,-0.095,-0.031,0.803,0.262,-0.017,0.069,0.823,0.126,0.067,A
5764,-3.499,3.846,0.186,-1.071,-4.922,-0.516,1.164,1.121,0.345,-0.917,A
5765,-0.129,0.070,0.314,0.511,0.083,0.689,1.013,-0.246,0.657,0.184,H
5766,0.167,0.588,-0.003,-0.309,0.262,1.104,0.522,0.448,-0.528,0.813,F
5767,0.846,-0.095,0.182,-1.981,0.619,-0.848,-1.781,-1.627,-0.279,0.414,I
5768,0.143,-0.142,0.246,0.789,-1.347,0.190,0.786,0.794,-0.061,-0.133,A
5769,0.081,-0.064,0.349,0.969,-1.347,0.232,,0.121,-0.217,0.019,F
5770,0.365,0.290,0.236,-0.324,0.172,0.190,-0.006,-0.178,-0.123,0.300,A
5771,0.019,0.078,0.349,-0.357,0.262,-0.142,-0.271,-1.110,-0.778,0.141,H
5772,-0.043,0.298,0.079,1.501,0.351,0.232,0.296,1.344,0.158,0.173,F
5773,0.056,0.007,0.406,0.455,0.262,1.104,0.598,0.303,0.469,0.757,A
5774,-0.351,-0.244,0.595,1.593,0.798,0.315,-0.686,-0.188,0.189,0.938,X
5775,-0.413,-0.707,0.357,1.604,-0.990,1.436,-0.082,0.846,0.906,1.502,E
5776,-3.499,0.148,-3.211,-0.293,-4.922,0.564,-0.912,-0.107,-0.653,1.258,I
5777,-0.166,-0.134,0.257,0.387,0.262,-0.142,0.069,-0.376,-0.185,-0.041,F
5778,-0.203,-0.338,0.435,-0.184,0.083,2.516,0.635,0.049,0.033,1.998,A
5779,0.106,0.203,-0.024,0.996,0.262,-0.723,0.031,0.844,0.033,-0.551,A
5780,0.155,-0.323,0.175,0.127,0.172,0.523,0.522,-0.185,-0.372,0.305,A
5781,-0.043,-0.417,0.570,-2.225,0.083,1.436,,-0.277,-0.560,1.319,D
5782,0.291,0.109,-0.113,0.221,0.262,-0.266,0.258,0.773,-0.310,-0.262,A
5783,0.032,0.203,0.086,0.045,0.172,-0.972,0.145,-0.017,0.532,-0.828,F
5784,0.081,-0.071,0.161,1.226,0.172,-0.723,0.107,1.943,1.062,-0.588,A
5785,0.069,0.298,0.022,-0.223,0.262,-0.682,0.522,-0.045,0.407,-0.765,G
5786,-0.018,-0.440,0.268,1.395,0.262,0.896,-0.006,1.133,0.220,0.949,A
5787,-0.438,0.423,0.389,0.621,0.172,-0.225,0.371,1.705,1.124,-0.302,E
5788,0.143,-0.291,-3.211,-2.168,0.351,-0.640,-0.912,-2.312,-1.869,0.051,F
5789,-0.277,-0.252,-3.203,1.958,0.262,1.519,0.749,2.199,2.247,1.037,X
5790,0.204,-0.448,0.349,0.690,0.262,2.640,0.484,-1.377,-1.058,2.189,A
5791,1.377,-0.064,0.349,0.406,0.172,1.062,0.635,-0.458,-0.466,0.704,A
5792,0.032,0.172,0.253,-0.863,0.172,-1.263,,-0.467,0.220,-1.127,H
5793,-0.030,0.439,-0.045,0.766,0.172,0.938,-0.006,-0.727,0.189,0.983,A
5794,0.056,0.188,-0.031,-0.958,0.262,-0.806,0.296,-1.371,-0.684,-0.766,F
5795,-3.437,-0.024,5.197,-1.636,-3.313,-2.592,-2.989,2.188,-3.771,-2.254,A
5796,-0.228,0.290,0.132,-0.235,0.262,-0.433,0.635,0.170,0.937,-0.601,E
5797,1.377,-0.064,0.349,0.406,0.172,-0.017,0.598,0.331,-0.123,-0.217,A
5798,-0.005,-0.260,0.367,-0.157,0.262,0.523,0.409,-0.340,-0.248,0.363,F
5799,0.130,0.078,-0.045,0.285,-0.096,0.315,0.371,0.103,-0.092,0.206,A
5800,-0.339,-0.197,0.531,1.146,0.709,-0.640,-1.214,0.961,0.781,0.259,Y
5801,0.056,0.431,-3.211,-1.133,0.262,-0.308,-0.006,-0.492,0.095,-0.156,A
5802,0.019,0.290,-0.116,1.525,-0.543,0.190,0.371,0.238,-0.715,0.091,F
5803,-0.166,0.007,-2.172,-0.166,0.262,-0.225,,1.551,0.937,-0.178,E
5804,0.069,-0.652,0.396,1.221,0.262,0.439,0.220,1.062,0.251,0.392,A
5805,0.254,0.337,0.086,-0.980,0.262,-1.346,0.296,-0.229,0.501,-1.246,G
5806,0.167,0.588,-0.003,-0.309,0.262,0.190,0.031,0.523,-0.497,0.278,F
5807,-0.203,0.203,0.332,-1.115,0.083,-1.097,0.371,-0.042,-0.217,-1.060,D
5808,-0.215,-0.205,0.456,-0.100,0.172,-0.682,-2.422,0.331,0.501,-2.366,E
5809,-3.054,-0.354,0.264,-1.957,-1.079,-1.263,0.333,0.414,-2.961,-1.189,A
5810,0.180,0.321,0.243,0.046,0.172,0.315,-0.044,-0.660,-0.341,0.444,A
5811,0.143,-0.370,0.413,0.301,0.172,-0.225,-0.157,0.265,-0.591,-0.007,F
5812,-0.512,-0.621,0.492,-2.054,-0.006,5.505,0.786,-1.685,-3.896,4.443,D
5813,0.513,-0.417,0.125,0.550,0.977,-1.305,-0.988,1.203,2.153,-0.555,I
5814,0.143,-0.001,0.154,0.956,0.262,0.024,-0.120,0.312,-0.248,0.210,F
5815,0.229,0.125,0.182,0.686,0.262,0.232,0.786,0.675,-0.341,-0.081,A
5816,0.241,0.235,0.310,-1.711,0.262,-1.388,,0.401,0.469,-1.397,H
5817,0.192,0.243,0.164,0.577,0.262,0.024,0.711,0.245,-0.217,-0.248,A
5818,-3.499,-0.370,0.552,0.332,-4.922,-0.889,0.145,0.532,-0.653,-0.766,E
